Jobtitle,City,Date,Skills,Salary,Candidates,Copy
analista funcional - híbrido,Madrid,2022-09-28,"['cobol', 'microfocus', 'mainframe', 'linux', 'windows', 'z/os', 'pl1']",28500.0,11,2022-10-16
rge-consultor/team leader liferay dxp,Online,2022-09-26,"['liferay', 'dxp']",no disponible,2,2022-10-16
desarrollador angular junio,Alicante,2022-10-05,"['.net', 'angularjs']",no disponible,11,2022-10-16
software product manager (h/m),Álava,2022-09-26,['product manager'],no disponible,1,2022-10-16
bpmo,Madrid,2022-09-26,['pmo'],no disponible,6,2022-10-16
programador aso/apx,Madrid,2022-09-28,"['aso', 'apx', 'jira', 'jenkins']",30000.0,0,2022-10-16
desarrollador angula,Madrid,2022-07-12,['angularjs'],40500.0,12,2022-10-16
sre/devops engineer (hibrido),Valencia,2022-09-26,"['ci/cd', 'jenkins', 'azure', 'api']",no disponible,2,2022-10-16
director de control de gestió,Madrid,2022-09-26,"['power bi', 'google analytics']",70000.0,6,2022-10-16
técnico soporte murex inglés y 24x7,Madrid,2022-10-09,['murex'],no disponible,0,2022-10-16
desarrollador senior android o ios,Barcelona,2022-09-29,"['scrum', 'objetivec', 'java', 'cocoa', 'kanban', 'rest', 'swagger openapi', 'kotlin']",no disponible,9,2022-10-16
project mana,Toledo,2022-08-25,"['scrum', 'agile', 'pmp']",no disponible,4,2022-10-16
software security engi,Barcelona,2022-10-08,"['ci/cd', 'ciberseguridad']",no disponible,1,2022-10-16
fullstack developer (laravel/vue),Barcelona,2022-07-27,"['laravel', 'vuejs']",42000.0,17,2022-10-16
programador php (h/m/d),Zaragoza,2022-08-03,"['php', 'docker']",25500.0,28,2022-10-16
data scientis,Madrid,2022-10-02,"['python', 'big data']",no disponible,21,2022-10-16
data analyst (h/m),Bizkaia,2022-07-27,"['python', 'grafana', 'linux', 'kibana']",no disponible,4,2022-10-16
arquitecto python/django,Madrid,2022-09-27,"['python', 'django']",39000.0,13,2022-10-16
analista funcional oracle erp,Málaga,2022-09-12,['oracle'],39000.0,16,2022-10-16
web analys,Barcelona,2022-08-25,"['html', 'javascript']",no disponible,6,2022-10-16
project manager applications,Barcelona,2022-10-02,"['pmp', 'itil', 'prince', 'project manager']",no disponible,13,2022-10-16
responsable servicio desarrollo apps,Barcelona,2022-10-08,"['itil', 'jefe proyecto', 'delivery manager']",no disponible,3,2022-10-16
fullstack develop,Madrid,2022-08-25,"['aws', 'reactjs']",no disponible,9,2022-10-16
it helpdesk presencial,Málaga,2022-10-07,"['helpdesk', 'it']",no disponible,14,2022-10-16
fron end (angular) develop,Valencia,2022-10-07,"['aws', 'mongodb', 'json', 'angularjs', 'css', 'html']",39000.0,8,2022-10-16
platform engi,Madrid,2022-10-07,"['aws', 'api', 'java', 'kafka', 'spring', 'rabbitmq']",no disponible,5,2022-10-16
success manager tech,Valencia,2022-10-07,"['php', 'javascript', 'mysql']",no disponible,8,2022-10-16
desarrollador/a java,Madrid,2022-10-07,['java'],no disponible,6,2022-10-16
dba oracle senio,Sevilla,2022-09-30,['oracle'],33000.0,2,2022-10-16
qa manual/auto visado de trabajo espaﾃｱa,Zaragoza,2022-10-07,"['testrail', 'testlink', 'postman', 'quality assurance', 'testing', 'selenium', 'testeo unitario']",39000.0,25,2022-10-16
"reclutador/técnico rrhh, wfh",Online,2022-09-29,"['psicologia', 'ade', 'sociologia']",no disponible,45,2022-10-16
programador pl/sql híbrido,Barcelona,2022-09-29,"['sql oracle', 'remedy', 'pl/sql', 'jira']",16500.0,26,2022-10-16
it qa automatización remoto,Online,2022-09-29,"['qa', 'testing', 'cucumber', 'automation', 'gherkin', 'atdd', 'javascript']",no disponible,10,2022-10-16
consultor/a de ciberseguridad,Madrid,2022-09-29,['ciberseguridad'],no disponible,28,2022-10-16
project manager applications,Barcelona,2022-09-29,"['prince 2', 'project management', 'pmp']",no disponible,6,2022-10-16
especialista  computacion cuantica,Madrid,2022-09-22,"['qiskit', 'quantum experience']",no disponible,3,2022-10-16
tã©cnico java spring boo,Cantabria,2022-10-07,"['java', 'spring']",no disponible,5,2022-10-16
desarrollador web php laravel,Madrid,2022-09-29,"['php', 'laravel']",no disponible,6,2022-10-16
especialista técnico,Barcelona,2022-09-29,"['lan', 'microsoft', '.net', 'wan']",no disponible,0,2022-10-16
administrador sistemas windows serv,Barcelona,2022-09-29,"['active directory', 'windows server']",30000.0,29,2022-10-16
desarrollador .net (h/m/d),Zaragoza,2022-09-22,"['c#', '.net']",no disponible,2,2022-10-16
consultor de ciberseguridad,Madrid,2022-09-22,"['ciberseguridad', 'word', 'power point', 'excel', 'outlook']",no disponible,23,2022-10-16
digital project lead,Bizkaia,2022-09-22,['project lead'],no disponible,2,2022-10-16
business analyst / data analys,Madrid,2022-09-22,"['python', 'data', 'tensorflow']",37500.0,23,2022-10-16
it ingeniero/a de datos,Madrid,2022-09-29,"['hive', 'linux', 'spark 2x', 'batch', 'git', 'scala', 'cdh', 'hdfs']",no disponible,7,2022-10-16
it analista sharepoint híbrido,Madrid,2022-09-22,"['sharepoint', 'javascript', '.net', 'c#']",no disponible,9,2022-10-16
planificador control-m,Madrid,2022-09-29,"['control m', 'linux', 'windows']",22500.0,13,2022-10-16
it qa automatización python remoto,Online,2022-09-21,"['python', 'qa', 'gherkin']",no disponible,190,2022-10-16
analistas programadores en .net,Madrid,2022-09-28,"['c#', '.net']",no disponible,7,2022-10-16
especialista  salesforce remoto,Online,2022-09-21,['salesforce'],no disponible,16,2022-10-16
front end developer angula,Madrid,2022-09-21,"['bootstrap', 'typescript', 'angularjs']",no disponible,7,2022-10-16
ing. software inteligencia artificial,A Coruña,2022-09-21,"['computer vision', 'robotica', 'inteligencia artificial']",no disponible,6,2022-10-16
sap sd consulta,Barcelona,2022-09-21,['sap'],no disponible,2,2022-10-16
cto tech lead,Madrid,2022-09-21,['cto'],70000.0,7,2022-10-16
administrador de sistemas,Badajoz,2022-09-21,['linux'],no disponible,16,2022-10-16
técnico de soporte (netapp),Barcelona,2022-09-28,"['citrix', 'vmware', '.net']",no disponible,11,2022-10-16
qa tester teletrabajo,Online,2022-09-27,"['jenkins sonarqube.', 'qa', 'git', 'maven', 'tester']",31500.0,40,2022-10-16
consultor/a ciberseguridad,Sevilla,2022-09-20,"['itil', 'ciberseguridad']",no disponible,44,2022-10-16
network security admin -  teletrabajo,Online,2022-09-27,"['cisco', 'firewall']",no disponible,45,2022-10-16
consultor it salud,Barcelona,2022-09-27,"['pm', 'director de proyectos', 'project manager']",31500.0,9,2022-10-16
técnico/a de ciberseguridad,Madrid,2022-09-27,"['magerit', 'pilar', 'ciberseguridad']",no disponible,34,2022-10-16
project manager it - salud,Barcelona,2022-09-27,"['project management', 'project manager']",39000.0,10,2022-10-16
programador/a php,Madrid,2022-09-27,"['php', 'javascript', 'sql server', 'jquery']",no disponible,31,2022-10-16
senior sap logistic,Barcelona,2022-09-20,['sap'],no disponible,11,2022-10-16
ingeniero de datos senio,Madrid,2022-09-27,"['spark', 'hadoop', 'etl']",60000.0,6,2022-10-16
analista desarrollador/a php remoto,Online,2022-09-20,"['php', 'symfony']",no disponible,28,2022-10-16
it administración siem-remoto,Madrid,2022-09-19,"['mcafee', 'arcsight', 'splunk', 'alienvault']",no disponible,36,2022-10-16
desarrollo javascript remoto,Online,2022-09-19,"['reactjs', 'javascript', 'angularjs']",no disponible,146,2022-10-16
senior drupal and php develop,Baleares,2022-09-19,"['php', 'drupal', 'outsystems']",no disponible,6,2022-10-16
it develop java/phython backend híbrido,Madrid,2022-09-19,"['python', 'java']",no disponible,9,2022-10-16
project leader ios/android 100% remoto,Online,2022-09-30,"['ios', 'android', 'so']",43500.0,31,2022-10-16
helpdesk,Barcelona,2022-09-20,"['helpdesk', 'sistemas']",16500.0,33,2022-10-16
desarrollo python senior/remoto,Online,2022-07-20,"['django', 'python', 'git', 'angularjs', 'jenkins', 'html', 'javascript', 'twisted']",no disponible,22,2022-10-16
técnico sistemas linux redhat (ansible),Barcelona,2022-09-30,"['ansible', 'linux', 'redhat']",no disponible,10,2022-10-16
it coordinador jira híbrido,Madrid,2022-07-20,['jira'],no disponible,15,2022-10-16
"ingeniero/a de redes n3 (lan, wan,cisco)",Madrid,2022-09-30,"['lan', 'redes', 'cisco', 'wan']",33000.0,13,2022-10-16
community manager con chino,Valencia,2022-07-27,"['community management', 'redes sociales']",no disponible,6,2022-10-16
"arquitecto/a java, jboss y tomca",Madrid,2022-09-20,"['java', 'tomcat', 'jboss']",no disponible,0,2022-10-16
product mana,Madrid,2022-07-27,"['microsoft powerpoint', 'microsoft excel']",no disponible,3,2022-10-16
ingeniero/a de softwa,Madrid,2022-07-20,"['java', 'linux']",no disponible,4,2022-10-16
it jefe de proyecto presencial,León,2022-10-01,"['j2ee', 'drupal', 'python']",no disponible,0,2022-10-16
service mana,Online,2022-09-30,"['python', 'java', 'javascript', 'angularjs']",no disponible,34,2022-10-16
técnico/a de automatizació,Madrid,2022-09-30,"['gitlab', 'jenkins']",no disponible,3,2022-10-16
data analys,Online,2022-09-30,"['hive', 'alteryx', 'python', 'sql', 'data', 'jira', 'tableau', 'impala']",no disponible,132,2022-10-16
agente service desk (inglés),Asturias,2022-09-30,"['helpdesk', 'informatica', 'gestion de incidencias']",no disponible,105,2022-10-16
desarrollador back end - java/springboo,Online,2022-09-30,"['mongodb', 'microservicios', 'java', 'azure', 'spring']",no disponible,46,2022-10-16
market product ow,Madrid,2022-09-30,"['marketing', 'ecommerce']",no disponible,6,2022-10-16
senior power platform develop,Málaga,2022-09-30,['power platform'],no disponible,2,2022-10-16
perfil data engi,Barcelona,2022-09-30,"['scala', 'big data', 'spark', 'hadoop']",no disponible,6,2022-10-16
consultor calypso con java presencial,Madrid,2022-09-30,"['banca', 'treasury', 'ingles', 'java', 'calypso']",no disponible,0,2022-10-16
ingeniero mecánico para sopo,Madrid,2022-09-29,['excel'],28500.0,23,2022-10-16
it arquitecto/a en ansible remoto,Online,2022-09-28,"['awx', 'ansible']",no disponible,12,2022-10-16
ingeniero/a de testing automã¡tico,Madrid,2022-09-27,"['testing', 'linux', '.net', 'docker']",no disponible,7,2022-10-16
systems engineer - ingeniero/a sistemas,Álava,2022-09-27,['sistemas'],no disponible,5,2022-10-16
site reliability engineer (h/m/d),Valencia,2022-09-27,"['zabbix', 'splunk']",no disponible,7,2022-10-16
desarrollador big data (100% remoto),Online,2022-09-26,"['hive', 'mongodb', 'big data', 'spark', 'scala', 'java', 'gitflow', 'kafka', 'hadoop', 'spring']",no disponible,41,2022-10-16
it project manager remoto total,Online,2022-09-26,"['python', 'linux']",no disponible,116,2022-10-16
it/qa tester/remoto,Online,2022-09-26,"['java', 'jira', 'selenium']",no disponible,104,2022-10-16
consultor sap hcm (py),Madrid,2022-09-26,['sap'],33000.0,8,2022-10-16
"experto mainframe (microfocus, pl1)",Madrid,2022-09-26,"['microfocus', 'windows']",no disponible,8,2022-10-16
software engineer/outsystems develop,Málaga,2022-09-26,"['.net', 'azure']",no disponible,0,2022-10-16
operador 24x7,Madrid,2022-09-22,"['cpd', 'unix', 'control m']",13500.0,11,2022-10-16
ingeniero/a sistemas senio,Valencia,2022-09-22,"['python', 'linux', 'php']",no disponible,2,2022-10-16
it desarrollo javascript nodejs remoto,Online,2022-09-21,"['nodejs', 'git', 'api', 'javascript', 'jira']",no disponible,28,2022-10-16
desarrollador/desarrolladora laravel,Tarragona,2022-09-21,"['python', 'ajax', 'git', 'laravel', 'webservices', 'mysql', 'php', 'javascript', 'svn']",no disponible,24,2022-10-16
software engineer - node.js - remo,Online,2022-09-21,"['aws', 'reactjs', 'nodejs']",no disponible,20,2022-10-16
software engineer - node.js -remote work,Online,2022-09-21,"['aws', 'reactjs', 'nodejs', 'cloud formation', 'codebuild', 'dynamo db', 'graphql']",no disponible,20,2022-10-16
partner development manager (españa),Barcelona,2022-09-20,"['typescript', '.net', 'c#', 'angularjs']",37500.0,11,2022-10-16
desarrollador/a frontend angula,Online,2022-09-19,"['java', 'angularjs']",31500.0,40,2022-10-16
ecommerce specialis,Almería,2022-09-19,"['sem', 'ecommerce']",no disponible,2,2022-10-16
sap authorization consulta,Barcelona,2022-09-12,['sap'],no disponible,0,2022-10-16
project mana,Toledo,2022-09-19,"['electronica', 'scrum', 'pmp']",no disponible,3,2022-10-16
dba postgresql 100% remoto,Online,2022-09-15,"['postgresql', 'troubleshooting', 'tunning']",40500.0,5,2022-10-16
ingeniero/a firewa,Madrid,2022-09-15,"['electronica', 'microcontroladores', 'c', 'linux']",no disponible,3,2022-10-16
tã©cnico/a mantenimiento,Baleares,2022-09-08,['electronica'],no disponible,4,2022-10-16
técnico/a microinformático/a,Tarragona,2022-09-08,"['remedy', 'office 365']",no disponible,35,2022-10-16
desarrollador/a fro,Alicante,2022-09-08,['angularjs'],no disponible,6,2022-10-16
técnico/a redes y sistemas presencial,Madrid,2022-09-08,"['mdm workspace', 'telefonia', 'vmware', 'prodis quantum', 'videostreaming']",no disponible,13,2022-10-16
backend developer pytho,Madrid,2022-09-07,['python'],no disponible,4,2022-10-16
office 365 develop,Madrid,2022-09-07,"['html', 'sharepoint', 'office 365']",no disponible,4,2022-10-16
responsable it sistemas,Madrid,2022-09-07,['windows'],no disponible,13,2022-10-16
it desarrollo python django híbrido,Madrid,2022-09-07,"['django', 'python', 'docker', 'jenkins', 'mysql', 'mongobd']",no disponible,26,2022-10-16
eng desarrollador/a senior java híbrido,Madrid,2022-09-07,"['j2ee', 'java', 'web']",no disponible,3,2022-10-16
ingeniero/a diseño mecánico,Gipuzkoa,2022-09-05,['solidedge'],40500.0,5,2022-10-16
senior sap,Barcelona,2022-09-01,['sap'],no disponible,5,2022-10-16
programador/a backend (java o php),Barcelona,2022-09-01,"['php', 'java', 'html5', 'css']",no disponible,15,2022-10-16
software engi,Las Palmas De Gran Canaria,2022-08-31,"['software', 'javascript']",no disponible,11,2022-10-16
it admin sistemas windows y linux remoto,Online,2022-08-31,"['linux', 'windows', 'python', 'api', 'azure', 'jira']",no disponible,207,2022-10-16
desarrollador backend java (remoto),Online,2022-08-24,"['j2ee', 'java']",no disponible,20,2022-10-16
it programador senior .net híbrido,Madrid,2022-08-24,"['sql', 'oracle', '.net']",no disponible,16,2022-10-16
it desarrollo java frontend remoto,Online,2022-08-24,['java'],no disponible,38,2022-10-16
software security engi,Barcelona,2022-08-24,"['dast', 'sast']",no disponible,0,2022-10-16
it collections administrator - english,Barcelona,2022-08-24,['microsoft office'],no disponible,14,2022-10-16
desarrollador node.js,Madrid,2022-08-24,['nodejs'],52500.0,17,2022-10-16
desarrollador kotlin/angula,Madrid,2022-08-24,"['kotlin', 'angularjs']",no disponible,7,2022-10-16
desarrollador big data,Almería,2022-08-24,['spark'],no disponible,1,2022-10-16
admin tienda on-line woocommerce,Madrid,2022-08-17,"['wordpress', 'woocommerce']",no disponible,50,2022-10-16
técnico soporte erp,Valencia,2022-08-17,"['sage', 'sql server', 'navision', 'sap', 'oracle']",no disponible,19,2022-10-16
desarrollador/a senior mern,Valencia,2022-08-17,"['mern', 'reactjs', 'nodejs']",no disponible,10,2022-10-16
ingeniero/a de arquitectura hardwa,Madrid,2022-08-17,['hardware'],no disponible,14,2022-10-16
tã©cnico de soporte windows y linux,Madrid,2022-08-17,"['linux', 'windows']",no disponible,17,2022-10-16
ingeniero/a de calidad (proyectos),Bizkaia,2022-08-17,"['calidad', 'amfe']",no disponible,4,2022-10-16
project manager intersystems cache,Valencia,2022-08-17,['intersystems cache'],no disponible,7,2022-10-16
it desarrollador/a react remoto,Online,2022-08-16,"['redux', 'reactjs']",no disponible,45,2022-10-16
ingeniero/a procesado de seã±al,Madrid,2022-08-16,"['python', 'cuda']",no disponible,40,2022-10-16
consultor/a dynamics bc,Online,2022-08-16,['dynamics'],43500.0,2,2022-10-16
technical account manager fintech,Madrid,2022-08-10,"['sql', 'java', 'unix', 'xml']",no disponible,0,2022-10-16
project manager java catalá,Barcelona,2022-08-10,['java'],no disponible,2,2022-10-16
cloud engi,Madrid,2022-08-10,['aws'],45000.0,5,2022-10-16
desarrollador .,Madrid,2022-08-10,"['c#', '.net']",no disponible,13,2022-10-16
digital marketing mana,Bizkaia,2022-08-10,"['seo', 'marketing', 'sem', 'ecommerce']",no disponible,25,2022-10-16
devops (cis),Asturias,2022-08-03,"['terraform', 'kubernetes', 'google cloud', 'ci/cd', 'gitlab', 'ecommerce']",no disponible,12,2022-10-16
support engineer with english,Madrid,2022-08-03,"['microsoft 365', 'windows']",no disponible,6,2022-10-16
threat hunting remoto,Online,2022-07-26,"['edr/xdr', 'kill chain', 'mitre att&ck']",no disponible,33,2022-10-16
sap sd/mm project lead,Barcelona,2022-07-25,['sap'],no disponible,8,2022-10-16
consultor interno pp / qm,Madrid,2022-07-20,['sap'],46500.0,2,2022-10-16
it business analys,Murcia,2022-07-20,"['analytical software', 'business analyst']",no disponible,20,2022-10-16
product mana,Valencia,2022-07-20,['microsoft office'],no disponible,9,2022-10-16
administrador sistemas senior o365,Madrid,2022-07-20,"['microsoft server', 'sharepoint', 'o365']",31500.0,21,2022-10-16
it business analys,Madrid,2022-07-19,['software'],52500.0,32,2022-10-16
técnico de bbdd / sql,Madrid,2022-07-19,"['sql', 'oracle']",22500.0,20,2022-10-16
project manager automoció,Bizkaia,2022-07-19,['pmp'],no disponible,7,2022-10-16
ingeniero/a de sistemas y redes junio,Madrid,2022-06-28,"['telecomunicaciones', 'aeronautica']",no disponible,17,2022-10-16
gestor/a de proyecto de automatizaciﾃｳ,Madrid,2022-05-23,"['visual basic', '.net', 'c#', 'lims']",31500.0,45,2022-10-16
programador/a as/400,Barcelona,2022-05-18,"['as/400', 'os400']",no disponible,81,2022-10-16
técnico de sistemas navisio,Barcelona,2022-04-13,['navision'],34500.0,8,2022-10-16
crm senior business analys,Barcelona,2022-03-08,"['salesforce', 'crm']",no disponible,13,2022-10-16
